description,10x_level,10x_rank,10x_rarity,cast_level,cast_rank,cast_value,fid_level,fid_rank,fid_value,follower_level,follower_rank,follower_value,holder_level,holder_rank,holder_value,luck_level,luck_rank,luck_value,minter_level,minter_rank,minter_value,neynar_level,neynar_rank,neynar_value,nft_level,nft_rank,nft_value,token_level,token_rank,token_value,volume_level,volume_rank,volume_value,warplet_colours,warplet_keywords,warplet_traits,warplet_user_is_pro,warplet_username_farcaster,warplet_username_x,warplet_wallet,secret_level
"This Warplet has a light, peachy-tan skin tone and an incredibly joyful expression, with its eyes closed in delight and a massive, wide-open mouth revealing rows of white teeth and a pink tongue. It's sporting a cozy, chunky knitted sweater with prominent horizontal stripes in vibrant orange and deep red. Its clawed hands emerge from the sweater sleeves, and clawed feet are visible at the base, all set against a stark black background. This Warplet's infectious laughter and unique sweater make it a truly standout and cheerful companion.",29,30423,1407,2,3361,68,5,535,8987,2,4668,923,3,1361,1,1,7943,2058,3,1509,27/10/2025 20:09,2,2773,0.84,4,781,90,6,242,3134,1,7250,2416,Orange | Red | Peach | Pink | White | Black,Laughing Warplet | Happy Warplet | Orange Striped Sweater | Red Striped Sweater | Knitted Sweater | Wide Open Mouth | Closed Eyes | Cheerful Character | Playful Warplet | Peach Skin | Black Background,Laughing Expression | Closed Eyes | Wide Open Mouth | White Teeth | Pink Tongue | Knitted Sweater | Orange And Red Striped Sweater | Clawed Hands Emerging From Sleeves | Clawed Feet Visible At Base | Peach Skin | Black Background,1,paulp.eth,paulith,0x33ee010051a9d093bb3627426567168798b2257f,2
"This Warplet has a truly eye-catching, multi-colored skin pattern, a vibrant mosaic of green, coral pink, and light blue patches that sets it apart. Its expressive face features prominent, bulging white eyes with tiny black pupils, giving it a wild and captivating gaze. A massive, wide-open maw showcases a formidable array of sharp, pointed white teeth, from which an exceptionally long, dramatically curled, and slightly dripping pink tongue dramatically extends. This Warplet's distinct coloration and exaggerated features make it a standout, embodying the unique and playfully monstrous spirit of the Warplet collection against a clean, solid light blue background.",36,30424,1408,1,5300,23,10,9,59,6,289,25915,2,4418,1,1,7928,2073,1,7653,29/10/2025 4:47,4,639,0.99,4,722,98,5,442,2555,2,3024,90220,Green | Coral Pink | Light Blue | White | Black,Camouflage Warplet | Patchwork Skin | Green And Pink Monster | Bulging Eyes | Long Tongue | Dripping Tongue | Sharp Teeth | Wild Expression | Goofy Monster | Light Blue Background,"Camouflage Skin Pattern | Green, Coral Pink, And Light Blue Patches | Bulging White Eyes | Small Black Pupils | Wide Open Mouth | Sharp Pointed Teeth | Extremely Long Pink Tongue | Curled Tongue | Dripping Tongue | Solid Light Blue Background",1,henri,henri_stern,0x343759b9912301c67a7240e000d6ab0eaf0cd61d,1
"This Warplet has a vibrant camouflage pattern across its body, featuring striking neon green, bright orange, and dark grey patches. It sports a cool, backward-facing baseball cap with a rainbow gradient brim and a 'VIBE CODER' patch, perfectly complemented by large, round, black-rimmed glasses. Its wide-open mouth reveals a menacing array of sharp, white teeth and a prominent pink tongue, while its bloodshot, wide eyes give it an intensely energetic and unique look. This Warplet is ready to make a statement against its solid black background.",27,30426,1409,2,4162,42,4,1255,20736,1,6692,453,3,1848,1,2,5089,4912,3,2191,27/10/2025 23:29,2,4244,0.69,3,1809,38,4,1117,323,3,2019,189270,Neon Green | Orange | Black | White | Pink | Rainbow,Warplet | Camouflage Pattern | Neon Green | Bright Orange | Rainbow Baseball Cap | Vibe Coder Cap | Round Glasses | Spectacles | Wide Bloodshot Eyes | Sharp Teeth | Open Mouth | Pink Tongue | Quirky | Energetic | Coder Aesthetic,Camouflage Skin | Rainbow Baseball Cap | Vibe Coder Text On Cap | Round Black-Rimmed Glasses | Wide Bloodshot Eyes | Open Mouth With Sharp Teeth | Pink Tongue,1,economist,dcjanio,0x7c500a5e5a50d0e1e6d50d1a094f96f65daf03ad,2
"This Warplet has a uniquely endearing and surprised expression, featuring wide, round eyes peering through sleek black-framed glasses and an 'O'-shaped open mouth that suggests a moment of delightful discovery. Its vibrant pink, textured fur gives it an unmistakable and plush appearance, perfectly styled with a fresh white zipped hoodie, complete with a functional front pocket and ribbed cuffs. This distinctive bear's chunky, lovable form pops against a clean, muted greenish-grey background, making it a standout piece that captures attention and embodies a truly rare blend of charm and character.",24,30434,1410,2,4577,33,3,1803,212459,2,2596,1791,2,2864,1,5,433,9568,2,4292,28/10/2025 4:38,3,1455,0.95,2,3125,32,1,5234,12,2,4055,44283,Pink | White | Black | Brown | Greenish-Grey,Pink Bear | White Hoodie | Black Glasses | Surprised Bear | Cute Bear | Nerdy Bear | Cartoon Bear | Pfp Bear | Zipped Hoodie,Pink Fur | White Zipped Hoodie | Black-Framed Glasses | Wide Surprised Eyes | Open Mouth | Front Pocket | Ribbed Cuffs | Muted Greenish-Grey Background,1,kaori,0x35_kaori,0xf3c992baed3cfc9ec4cdbfbdcb4d8d08d1ac3425,5
"This Warplet has a cool blue body with a unique fiery orange and yellow flame blazing from the top of its head. It sports sleek black rectangular sunglasses, giving it an undeniably chill vibe, complemented by a subtle, knowing smile. The Warplet is dressed in a stylish dark blue open shirt adorned with numerous bright yellow stars, making it look ready for any cosmic adventure or a laid-back night out. A vibrant pink glow outlines its entire form, making this Warplet pop against the dark background, truly embodying a distinct and eye-catching presence.",28,30447,1411,5,596,1110,1,7764,650929,5,434,15878,2,3835,1,2,4365,5636,1,6194,28/10/2025 20:00,3,1610,0.94,4,920,73,2,2743,54,3,1986,194163,Blue | Yellow | Black | Pink | Orange | White,Blue Warplet | Flame Head | Sunglasses | Star Shirt | Cool Warplet | Fiery Warplet | Pink Glow,Blue Skin | Flame On Head | Black Rectangular Sunglasses | Smiling Expression | Dark Blue Star-Patterned Shirt | Pink Glowing Outline,1,mioku.base.eth,eternia_xx,0x8e525bfce1ef40aa8075ef64e45421b5855c8909,1
"This Warplet has a vibrant purple body, exuding a chill and confident vibe. It sports stylish yellow-framed sunglasses with purple lenses, perfectly complementing its relaxed, closed-eye expression. Dressed in a cozy orange hoodie with light blue accents on the hood lining and drawstrings, this Warplet also casually holds a lit cigarette in its wide-open mouth, revealing a pink tongue and rows of sharp white teeth. The solid light purple background highlights its unique and effortlessly cool presence.",27,30449,1412,2,4380,37,4,1170,19135,2,3808,1197,3,1328,1,1,7459,2542,3,1455,27/10/2025 19:45,2,3180,0.8,3,1669,40,1,5763,9,6,237,2032492,Purple | Orange | Yellow | Light Blue | Pink | White,Purple Warplet | Orange Hoodie | Yellow Sunglasses | Lit Cigarette | Cool Warplet | Chill Vibe | Mischievous | Cartoon Character,Yellow Sunglasses | Purple Lenses | Orange Hoodie | Light Blue Hoodie Lining | Light Blue Drawstrings | Lit Cigarette | Closed Eyes,1,fommes,fommes1,0x409d05b36b9519718b65b9e2e0d9311d9fa1754b,2
"This Warplet has a striking black and white body, reminiscent of a fearsome symbiote or a dark penguin. Its glowing green eyes emit eerie green smoke, matching the vibrant green energy surrounding its sharp, glowing sword. A menacing wide-open mouth reveals rows of pointed teeth and a pink tongue. On its white belly, a carved, glowing orange jack-o'-lantern pumpkin radiates a spooky aura, also surrounded by green wisps. This Warplet embodies a powerful, Halloween-themed vibe against a solid dark green background, making it a truly unique and eye-catching creature.",30,30450,1413,4,1067,529,1,6638,495479,3,1283,3502,5,363,1,1,6866,3135,7,138,27/10/2025 4:24,3,1818,0.92,3,1863,37,2,2890,47,1,7524,1731,Black | White | Green | Orange | Pink | Dark Green,Black Monster | White Belly | Green Glowing Eyes | Green Smoke | Sharp Teeth | Pink Tongue | Green Sword | Jack-O'-Lantern | Halloween Theme | Spooky Monster | Venom-Like | Symbiote Creature,Black And White Body | Glowing Green Eyes | Green Smoke From Eyes | Wide Open Mouth | Sharp Teeth | Pink Tongue | Glowing Green Sword | Green Smoke From Sword | Glowing Orange Jack-O'-Lantern On Belly | Green Smoke Around Pumpkin,1,newjourney.eth,-,0x4f9f7a145be8b5e5464a52d92f42b68ec8c5ca61,2
"This Warplet has a distinctive calico fur pattern, featuring patches of cream, brown, dark blue, and sage green across its body. Its large, wide-set eyes with black pupils give it a perpetually surprised or innocent expression, complemented by a small, gentle smile and a tiny black nose. The Warplet's pointed, cat-like ears, with white interiors and brown tips, further enhance its unique charm. Standing against a solid light blue background, this Warplet's vibrant and unusual coloration makes it a truly eye-catching and memorable creature, a standout among its peers.",26,30462,1414,2,3097,82,3,1929,221166,1,5205,786,6,155,2,2,3606,6395,3,1987,27/10/2025 22:10,2,4945,0.63,4,1001,67,1,5946,8,2,2591,122106,Cream | Brown | Dark Blue | Sage Green | Light Blue,Calico Warplet | Cat-Like Warplet | Wide-Eyed Warplet | Smiling Warplet | Patched Fur | Cream | Brown | Dark Blue | Sage Green | Light Blue Background | Unique Warplet,Calico Fur | Cream Fur Patches | Brown Fur Patches | Dark Blue Fur Patches | Sage Green Fur Patches | Wide Eyes | Black Pupils | Small Smile | Black Nose | Pointed Ears | Cat-Like Ears | Light Blue Background,1,fidlar.eth,badfdish666,0xa3ca1fb42e1d0a352b047af97c2b96d0c8e28f58,1
"This Warplet has a distinguished appearance, sporting a vibrant purple top hat with a lighter purple band, perfectly complementing its dark blue-grey, textured skin. It's dressed in a sharp charcoal suit jacket with two small buttons, revealing crisp white shirt cuffs. Its large, wide eyes with small black pupils gaze forward, while a subtle, straight-line mouth gives it a rather unimpressed or serious expression. The Warplet stands against a solid light blue-grey background, exuding a unique blend of formal elegance and quirky charm, making it a truly iconic and memorable Warplet.",29,30467,1415,1,7515,7,4,1119,18489,4,1195,3841,3,1735,1,1,7343,2658,3,2043,27/10/2025 22:34,5,458,0.99,4,642,114,2,3775,25,2,4642,29677,Dark Blue-Grey | Purple | Charcoal | White | Light Blue-Grey,Purple Top Hat Warplet | Suit Jacket Warplet | Formal Warplet | Dapper Warplet | Unimpressed Expression | Charcoal Suit | Wide Eyed Warplet | Textured Skin Warplet | Blue-Grey Warplet,Purple Top Hat | Charcoal Suit Jacket | White Shirt Cuffs | Wide Eyes | Small Black Pupils | Neutral Mouth Line | Textured Skin | Solid Background,1,sandiforward.eth,sandiforward,0x43bf5416c69895cf57fe3c563d8f7e50cadc3f95,1
"This Warplet has a distinctive brown and white furry, bulldog-like appearance, making it a truly unique specimen in the Warplet universe. It's geared up in a bright yellow hard hat, giving off major builder or dev vibes, ready to tackle any challenge. The Warplet's expression is pure gold, featuring angry, furrowed eyebrows and a massive, wide-open maw showcasing a full set of sharp, pointed teeth and an impressively long, pink tongue. This Warplet's chaotic energy and grumpy charm are undeniable, making it an absolute flex. The entire scene is set against a clean, light blue background, ensuring this legendary Warplet stands out from the crowd.",26,30486,1416,3,1921,210,1,8363,887650,3,1479,3097,4,770,1,1,5843,4158,4,705,27/10/2025 14:22,3,1690,0.93,3,2544,33,2,3307,34,2,3864,50237,Brown | White | Yellow | Pink | Light Blue,Dog Warplet | Bulldog Warplet | Hard Hat | Construction Hat | Yellow Hat | Open Mouth | Sharp Teeth | Pink Tongue | Grumpy Expression | Furry Warplet | Blue Background,Brown And White Fur | Dog-Like Features | Yellow Hard Hat | Wide-Open Mouth | Sharp Pointed Teeth | Long Pink Tongue | Angry Eyebrows | Light Blue Background,1,ynsrdl,ynsrdl,0x69a78392f9eafe9adb9d7470c37c4de7e3de3f7e,1
"This Warplet has an intensely menacing expression, highlighted by its glowing red eyes that emit powerful red laser beams, making it a truly formidable and unique creature. Its wide-open mouth conveys a fierce energy, amplified by the vibrant red lasers. The dark background emphasizes its distinct and captivating presence, allowing its powerful features to truly pop. This Warplet is a rare sight, embodying a powerful vibe that stands out from the crowd, a true alpha among Warplets.",27,30497,1417,1,6927,10,5,553,9309,2,2862,1628,2,4265,1,4,1030,8971,1,7260,29/10/2025 2:28,4,924,0.98,3,2461,34,2,2764,53,3,1451,297877,Purple | Red | Dark Grey/Black,Laser Eyes | Red Eyes | Menacing Warplet | Fierce Warplet | Dark Background,Red Laser Eyes | Glowing Red Eyes | Wide Open Mouth | Sharp White Teeth | Pink Tongue | Purple Scaly Skin | Dark Background,1,geoist,geoist_,0xe3a318831c5bc8925d56b12c570291ebd0b86068,2
"This Warplet has a distinctive white body covered in swirling grey patterns, making its form truly stand out. Its vibrant purple head is crowned with a prominent yellow V-shaped marking, perfectly complemented by large, light blue goggles with dark blue frames that give it an intellectual yet wild gaze. A striking yellow, pointed beak-like nose sits above a wide-open maw, revealing an impressive array of sharp white teeth and a pink tongue with smaller tooth-like bumps, hinting at its formidable nature. Around its neck, it proudly wears a distinguished blue and yellow striped sash over a crisp white collar, elevating its unique, formal yet quirky appearance. This Warplet's wide-eyed, surprised expression captures an unforgettable moment, making it a truly iconic and sought-after creature.",26,30498,1418,3,2478,131,2,2810,254091,2,3449,1332,3,1968,1,1,8462,1539,3,2474,28/10/2025 0:06,3,2453,0.87,3,1619,41,2,4091,21,4,694,754568,White | Purple | Blue | Yellow | Pink | Grey,Warplet | Purple Head | Yellow V-Mark | Blue Goggles | Yellow Beak | Sharp Teeth | White Body | Striped Sash | White Collar | Surprised Expression | Quirky Monster,Purple Head | Yellow V-Marking On Head | Light Blue Goggles | Dark Blue Goggle Frames | Yellow Beak | Wide Open Mouth | Sharp White Teeth | Pink Bumpy Tongue | White Body With Swirling Grey Patterns | Blue And Yellow Striped Sash | White Collar,1,freretote,freretote,0x27c7335883670d71e89eacbac709faf85e4aee69,1
"This Warplet has a uniquely patterned, shaggy coat resembling a festive calico or confetti design, featuring shades of white, red, black, and gold. It sports a classic red Santa hat with a white fluffy brim and pom-pom, adding a holiday vibe. Its eyes are blissfully closed, while its massive, wide-open mouth conveys an overwhelming sense of joy or excitement. Small golden sparkles float around its head, enhancing its cheerful and monstrously charming presence against a stark black background. This Warplet is a truly eye-catching and distinct creature, ready to spread some wild holiday cheer.",25,30499,1419,3,1927,209,4,1022,17072,3,2018,2250,2,3430,1,2,5001,5000,1,5371,28/10/2025 11:01,2,4155,0.7,3,1944,37,3,1779,125,2,3852,50544,Red | White | Black | Gold | Pink,Warplet Santa Hat | Festive Warplet | Calico Fur Monster | Holiday Warplet | Sparkling Monster | Unique Warplet | Red Santa Hat | Closed Eye Warplet,Santa Hat | Multi-Colored Fur | Calico Pattern | Closed Eyes | Wide Open Mouth | Sparkles | Black Background,1,tanata,anapoklad,0x7e8654ba503fa5540979a7a6eb6c07fa1f62f6d6,3
